product_id,product_title,cat_slugs,origin_slugs,brand_slugs,ingredient_slugs,concerns_assigned,confidence,skip_reason,notes
62694,Apieu Honey & Milk Lip Balm 3.3g,"makeup-cosmetics,lips,lip-balm-care",south-korea,apieu,,SKIP,LOW,,L4:skincare-fallback
62696,Dr.FORHAIR Folligen Tonic 120ml,korean-beauty,south-korea,drforhair-folligen-tonic,,SKIP,LOW,,L4:skincare-fallback
62700,Dr.FORHAIR Folligen Scalp Pack 250ml,korean-beauty,south-korea,drforhair-folligen-scalp,,SKIP,LOW,,L4:skincare-fallback
62704,Bonajour 3-layer Pure Cotton Pads 80EA,"korean-beauty,toner-pads",south-korea,bonajour-3-layer-pure,,SKIP,LOW,,L4:skincare-fallback
62708,Dr.ForHair UNOVE Silk Oil Essence 70ml,"korean-beauty,serums-ampoules-essences",south-korea,drforhair-unove-silk,,SKIP,LOW,,L4:skincare-fallback
62710,Dr.FORHAIR PHYTO THERAPY TREATMENT 500ml,korean-beauty,south-korea,drforhair-phyto-therapy,,SKIP,LOW,,L4:skincare-fallback
62712,Dr.FORHAIR Folligen Treatment 200ml,korean-beauty,south-korea,drforhair-folligen,,SKIP,LOW,,L4:skincare-fallback
62714,Dr.FORHAIR Phyto Fresh Scalp Scaler 200ml,korean-beauty,south-korea,drforhair-phyto-fresh,,SKIP,LOW,,L4:skincare-fallback
62716,Dr.ForHair Folligen Silk Treatment 300ml,korean-beauty,south-korea,drforhair-folligen-silk,,SKIP,LOW,,L4:skincare-fallback
62718,Dr.FORHAIR Phyto Fresh Tonic 100ml,korean-beauty,south-korea,drforhair-phyto-fresh,,SKIP,LOW,,L4:skincare-fallback
62727,Goodal Green Tangerine Vita C Eye Gel Patch 60ea 72g,"eye-care,korean-beauty",south-korea,goodal,,SKIP,LOW,,L4:skincare-fallback
62729,Be The Skin Heartleaf O2 Bubble wash off maskpack 120g,"wash-off-mask,korean-beauty",south-korea,be-the-skin,,SKIP,LOW,,L4:skincare-fallback
62733,Belif The true cream aqua bomb 10ml,korean-beauty,south-korea,belif-the-true,,SKIP,LOW,,L4:skincare-fallback
62735,NEEDLY Vita C Glow Jelly Pad 60pads,korean-beauty,south-korea,needly-vita-c,,brightening,MED,,"L3:""glow""→brightening"
62741,Numbuzin No.2 Protein 43% Creamy Serum 50ml,"korean-beauty,serums-ampoules-essences",south-korea,numbuzin,,SKIP,LOW,,L4:skincare-fallback
62743,Bath and Body Works Tropidelic Fine Fragrance Mist 236ml,"fragrances,hair-personal-care",usa,bath-body-works,,SKIP,LOW,,L4:skincare-fallback
62745,Bath & Body Works Fresh Cut Lilacs Fine Fragrance Mist 236ml,"fragrances,hair-personal-care",usa,bath-body-works,,SKIP,LOW,,L4:skincare-fallback
62747,Bath &#038; Body Works Japanese Cherry Blossom Body Wash 295 ml,"body-wash,hair-personal-care,bath-body",usa,bath-body-works,,SKIP,LOW,,L4:skincare-fallback
62749,Bath & Body Works Tropidelic Body Wash 295 ml,"body-wash,hair-personal-care,bath-body",usa,bath-body-works,,SKIP,LOW,,L4:skincare-fallback
62751,Bath and Body Works Cherry Blossom Body Wash 295ml,"body-wash,hair-personal-care,bath-body",usa,bath-body-works,,SKIP,LOW,,L4:skincare-fallback
62753,Bath and Body Works in The Stars Shower Gel 88ml,"body-wash,hair-personal-care,bath-body",usa,bath-body-works,,SKIP,LOW,,L4:skincare-fallback
62761,Isntree Onion Newpair Booster Shot 2000 50ml,"korean-beauty,serums-ampoules-essences,spot-treatment",south-korea,isntree,,SKIP,LOW,,L4:skincare-fallback
62769,Numbuzin No.3 Radiance Glowing Jumbo Essence Pad 150ml,"korean-beauty,serums-ampoules-essences",south-korea,numbuzin,,brightening,MED,,"L3:""radiance""→brightening|""glow""→brightening"
62777,Axis-Y Cera Heart My Type Duo Cream 60ml,korean-beauty,south-korea,axis-y,,SKIP,LOW,,L4:skincare-fallback
62785,Rom&nd BLUR FUDGE TINT 08 CURRENT JAM,korean-beauty,south-korea,romnd,,SKIP,LOW,,L4:skincare-fallback
62787,Rom&#038;nd JUICY LASTING TINT 17. PLUM COKE,korean-beauty,south-korea,rom038nd-juicy-lasting,,SKIP,LOW,,L4:skincare-fallback
62791,TIRTIR MASK FIT RED CUSHION 23N SAND 18g,korean-beauty,south-korea,tirtir,,SKIP,LOW,,L4:skincare-fallback
62801,Kose Softymo Speedy Cleansing Liquid 240ml,japanese-beauty,japan,kose-softymo,,SKIP,LOW,,L4:skincare-fallback
62811,Bonajour Retichinol Power Boosting Serum 30ml,"korean-beauty,serums-ampoules-essences",south-korea,bonajour-retichinol-power,,SKIP,LOW,,L4:skincare-fallback
62815,Simple Kind To Skin Refreshing Facial Gel Wash 150ml,,uk,simple,,SKIP,LOW,,L4:skincare-fallback
62819,Neutrogena Bright Boost Night Cream 50ml,night-cream,usa,neutrogena,,SKIP,LOW,,L4:skincare-fallback
62835,Garnier Papaya Hair Food 3-in-1 Hair Treatment Mask 400ml,"hair-care,hair-personal-care,hair-treatments",france,garnier,,SKIP,LOW,,L4:skincare-fallback
62837,Garnier Ultimate Blends Hair Food Banana 3-in-1 Dry Hair Mask Treatment 400ml,"hair-care,hair-personal-care,hair-treatments",france,garnier,,SKIP,LOW,,L4:skincare-fallback
62843,TIRTIR MASK FIT RED CUSHION 17C PORCELAIN (mini) 4.5g,korean-beauty,south-korea,tirtir,,SKIP,LOW,,L4:skincare-fallback
62845,TIRTIR MASK FIT RED CUSHION 23N SAND 18g (REFILL),korean-beauty,south-korea,tirtir,,SKIP,LOW,,L4:skincare-fallback
62849,TIRTIR CERAMIC CREAM 50ML,korean-beauty,south-korea,tirtir-ceramic,,SKIP,LOW,,L4:skincare-fallback
62853,TIRTIR SOS SERUM 50ml,"korean-beauty,serums-ampoules-essences",south-korea,tirtir-sos,,SKIP,LOW,,L4:skincare-fallback
62855,HaruHaru Wonder Ultra Fit Facial Pads (160ea),korean-beauty,south-korea,haruharu-wonder,,SKIP,LOW,,L4:skincare-fallback
62869,Pyunkang yul Low pH Mild Body Wash 500ml,"korean-beauty,body-wash,face-cleansers,hair-personal-care,bath-body",south-korea,pyunkang-yul,,SKIP,LOW,,L4:skincare-fallback
62873,Round Lab 1025 DOKDO LOTION 200ml,korean-beauty,south-korea,round-lab,,SKIP,LOW,,L4:skincare-fallback
62895,Round Lab 1025 Dokdo Cream 80ml,korean-beauty,south-korea,round-lab,,SKIP,LOW,,L4:skincare-fallback
62897,Round Lab ENG) 1025 DOKDO AMPULE_45g,"korean-beauty,serums-ampoules-essences",south-korea,round-lab,,SKIP,LOW,,L4:skincare-fallback
62919,AXIS-Y Biome Resetting Moringa Cleansing Oil 200ml,"makeup-cosmetics,korean-beauty,makeup-remover",south-korea,axis-y,,SKIP,LOW,,L4:skincare-fallback
62929,AXIS-Y GLOW CARE SET,"korean-beauty,emart-combos",south-korea,axis-y,,brightening,MED,,"L3:""glow""→brightening"
62939,Innisfree Black Tea Youth Enhancing Treatment Essence 25ml (mini),"korean-beauty,serums-ampoules-essences",south-korea,innisfree,,SKIP,LOW,,L4:skincare-fallback
62979,DHC Deep Cleansing Oil 70ml,"makeup-cosmetics,makeup-remover,japanese-beauty",japan,dhc,,SKIP,LOW,,L4:skincare-fallback
62987,CLEAN & CLEAR Cleanser &#8211; Buy 1 Get 1 Free,,usa,clean-clear,,SKIP,LOW,,L4:skincare-fallback
62995,AXIS-Y The Mini Glow Set (4pcs),korean-beauty,south-korea,axis-y,,brightening,MED,,"L3:""glow""→brightening"
62997,Shiseido Fino Premium Touch Essence Hair Mask (230g),"japanese-beauty,hair-care,serums-ampoules-essences,hair-personal-care,hair-treatments",japan,shiseido,,SKIP,LOW,,L4:skincare-fallback
62999,HEIMISH SHEET MASK BUY 5 GET 5 FREE,"face-masks,korean-beauty",south-korea,heimish,,SKIP,LOW,,L4:skincare-fallback
63003,ANUA HEARTLEAF 70% DAILY LOTION 20ML MINI SIZE,korean-beauty,south-korea,anua,,SKIP,LOW,,L4:skincare-fallback
63007,Heimish Matcha Biome Cleansing Oil 150ml,"makeup-cosmetics,korean-beauty,makeup-remover",south-korea,heimish-matcha-biome,,SKIP,LOW,,L4:skincare-fallback
63013,Manyo Pure And Deep Cleansing Foam 200ml,"korean-beauty,face-cleansers",south-korea,manyo,,SKIP,LOW,,L4:skincare-fallback
63015,Manyo Pure Cleansing Oil 200ml,"makeup-cosmetics,korean-beauty,makeup-remover",south-korea,manyo,,SKIP,LOW,,L4:skincare-fallback
63021,Mielle Rosemary Mint Strengthening Hair Masque 340g,,usa,mielle,rosemary,anti-aging-repair,MED,,L2:rosemary→anti-aging-repair
63023,Bonajour Retichinol Power Concentrate 20ml,"korean-beauty,serums-ampoules-essences",south-korea,bonajour-retichinol-power,,SKIP,LOW,,L4:skincare-fallback
63035,Mary&May Blackberry Complex Glow Washoff Pack 125g,korean-beauty,south-korea,mary-may,,brightening,MED,,"L3:""glow""→brightening"
63039,Be The Skin Vitavita Circle Zero Eye Cream 30g,"eye-care,korean-beauty",south-korea,be-the-skin,,SKIP,LOW,,L4:skincare-fallback
63041,Mielle Rosemary Mint Strengthening Shampoo 355ml,"shampoos,hair-care,hair-personal-care",usa,mielle,rosemary,anti-aging-repair,MED,,L2:rosemary→anti-aging-repair
63043,Mielle Rosemary Mint Strengthening Leave-In Conditioner 355ml,"hair-conditioners,hair-care,hair-personal-care",usa,mielle,rosemary,anti-aging-repair,MED,,L2:rosemary→anti-aging-repair
63045,Bonajour Bio Active Resurrection Plant Essence 50ml + Night Cream 80ml,"korean-beauty,night-cream,serums-ampoules-essences",south-korea,bonajour-bio-active,,SKIP,LOW,,L4:skincare-fallback
63047,Heimish Dailism Eye Palette Nudie Rose 14g,"makeup-cosmetics,korean-beauty,eyes,face-makeup",south-korea,heimish-dailism,,SKIP,LOW,,L4:skincare-fallback
63049,Hair Growth & Volume Duo,"emart-combos,hair-care,hair-personal-care,hair-treatments",,,,SKIP,SKIP,no-signal,
63051,Rom&nd BLUR FUDGE TINT 10 FUDGE RED,korean-beauty,south-korea,romnd,,SKIP,LOW,,L4:skincare-fallback
63053,Rom&nd BLUR FUDGE TINT 03 MUSKY,korean-beauty,south-korea,romnd,,SKIP,LOW,,L4:skincare-fallback
63061,Rom&#038;nd ZERO VELVET TINT 12. ANNE SHIRLEY,korean-beauty,south-korea,rom038nd-zero-velvet,,SKIP,LOW,,L4:skincare-fallback
63063,Rom&#038;nd ZERO VELVET TINT 07.FIZZ,korean-beauty,south-korea,rom038nd-zero-velvet,,SKIP,LOW,,L4:skincare-fallback
63065,Rom&#038;nd ZERO VELVET TINT 02.JOYFUL,korean-beauty,south-korea,rom038nd-zero-velvet,,SKIP,LOW,,L4:skincare-fallback
63067,Rom&#038;nd THE JUICY LASTING TINT 02 NUCADAMIA,korean-beauty,south-korea,rom038nd-the-juicy,,SKIP,LOW,,L4:skincare-fallback
63069,Rom&nd JUICY LASTING TINT 07.JUJUBE,korean-beauty,south-korea,romnd,,SKIP,LOW,,L4:skincare-fallback
63093,Mary&May Idebenone + Blackberry Complex Intensive Total Care Cream 70g,korean-beauty,south-korea,mary-may,,SKIP,LOW,,L4:skincare-fallback
63097,Goodal Green Tangerine Vita C Dark Circle Eye Cream 30ml,"eye-care,korean-beauty",south-korea,goodal,,SKIP,LOW,,L4:skincare-fallback
63101,Belif witch hazel herbal extract toner 200ml,"korean-beauty,toners-mists",south-korea,belif-witch-hazel,,SKIP,LOW,,L4:skincare-fallback
63103,belif Problem Solution Toner Pad 150ml (70pcs),"korean-beauty,toners-mists,toner-pads",south-korea,belif-problem-solution,,SKIP,LOW,,L4:skincare-fallback
63105,CNP LABORATORY Tone-Up Protection Sun 50ml,korean-beauty,south-korea,cnp-laboratory,,SKIP,LOW,,L4:skincare-fallback
63107,CNP LABORATORY Propolis Energy Active Ample 15ml,korean-beauty,south-korea,cnp-laboratory,propolis,acne-blemish|brightening,MED,,"L2:propolis→acne-blemish,brightening"
63111,Good Molecules Good Molecules Discoloration Correcting Serum 30ml,serums-ampoules-essences,usa,good-molecules,,SKIP,LOW,,L4:skincare-fallback
63113,Dr.FORHAIR Folligen Sea Salt Scaler 300ml,korean-beauty,south-korea,drforhair-folligen-sea,,SKIP,LOW,,L4:skincare-fallback
63115,Dr.ForHair Folligen Original Shampoo 300 ml,"shampoos,hair-care,hair-personal-care",south-korea,drforhair-folligen-original,,SKIP,SKIP,no-signal,
63117,Dr.FORHAIR Folligen Anti-Dandruff Shampoo 300ml,"shampoos,hair-care,hair-personal-care",south-korea,drforhair-folligen-anti-dandruff,,SKIP,SKIP,no-signal,
63119,Etude Soon Jung Whip Cleanser 150ml,korean-beauty,south-korea,etude-house,,SKIP,LOW,,L4:skincare-fallback
63121,Jumiso All Day Vitamin Pure C 5.5 Glow Serum 30ml,"korean-beauty,serums-ampoules-essences",south-korea,jumiso,,brightening,MED,,"L3:""glow serum""→brightening|""glow""→brightening"
63125,Laneige Cream Skin Refiner 50ml,korean-beauty,south-korea,laneige,,SKIP,LOW,,L4:skincare-fallback
63131,La Roche Posay Lipikar Body Lotion For Normal To Dry Skin 400ml,"body-lotion,hair-personal-care,bath-body",france,la-roche-posay,,SKIP,LOW,,L4:skincare-fallback
63139,Jumiso Best Serum Trial Kits (5ml * 4 EA),"skincare-kit-set,korean-beauty,serums-ampoules-essences",south-korea,jumiso,,SKIP,LOW,,L4:skincare-fallback
63145,CNP Laboratory Mugener Ampule 35ml,"korean-beauty,serums-ampoules-essences",south-korea,cnp-laboratory,,SKIP,LOW,,L4:skincare-fallback
63149,Belif Numero 10 Essence 50ml,"korean-beauty,serums-ampoules-essences",south-korea,belif-numero-10,,SKIP,LOW,,L4:skincare-fallback
63157,Clean & Clear Night Relaxing Deep Cleaning Face Wash 240ml,face-cleansers,usa,clean-clear,,SKIP,LOW,,L4:skincare-fallback
63159,TOCOBO Sun Care Mini Duo,"korean-beauty,emart-combos",south-korea,tocobo-sun-care,,SKIP,LOW,,L4:skincare-fallback
63165,Etude House My Lash Serum 9g,"korean-beauty,serums-ampoules-essences",south-korea,etude-house,,SKIP,LOW,,L4:skincare-fallback
63167,Vaseline Intensive Care Cocoa Radiant Body Gel Oil- 200ml,"body-lotion,hair-personal-care,bath-body",usa,vaseline,,SKIP,LOW,,L4:skincare-fallback
63173,Mise en scene Perfect Super Rich Serum Conditioner 680ml,"hair-conditioners,korean-beauty,hair-care,serums-ampoules-essences,hair-personal-care",south-korea,"mise-en-scene,mise-en-scence",,SKIP,LOW,,L4:skincare-fallback
63191,Rovectin Intense Nourishing Panthenol Body Cream 175ml,"body-lotion,korean-beauty,hair-personal-care,bath-body",south-korea,rovectin,,SKIP,LOW,,L4:skincare-fallback
63193,Rovectin Clean Forever Young Biome Ampoule 50ml,"korean-beauty,serums-ampoules-essences",south-korea,rovectin,,SKIP,LOW,,L4:skincare-fallback
63203,Rovectin Skin Essentials Activating Treatment Lotion 180ml,korean-beauty,south-korea,rovectin,,SKIP,LOW,,L4:skincare-fallback
63205,Heimish Dailism Smudge Stop Mascara 9g (Volume),"makeup-cosmetics,korean-beauty,eyes,mascara-eyeliner",south-korea,heimish-dailism-smudge,,SKIP,SKIP,non-skin-product,
63207,Heimish Dalism Liquid Lip Gloss 4g &#8211; #01 Tangerine Coral,"makeup-cosmetics,korean-beauty,hair-personal-care,personal-hygiene,lips,lipstick-tint",south-korea,heimish-dalism-liquid,,SKIP,SKIP,non-skin-product,
63209,Heimish Dalism Liquid Lip Gloss 4g &#8211; #02 Sheer Red,"makeup-cosmetics,korean-beauty,lips,lipstick-tint",south-korea,heimish-dalism-liquid,,SKIP,SKIP,non-skin-product,
63229,Abib Airy Sunstick Smoothing Bar 23g,korean-beauty,south-korea,abib-airy-sunstick,,SKIP,LOW,,L4:skincare-fallback
63251,AMPLE:N VC Shot Ampoule 30ml,"korean-beauty,serums-ampoules-essences",south-korea,ample-n,,SKIP,LOW,,L4:skincare-fallback
63253,Dr.ForHair UNOVE Deep Damage Treatment EX 40ml,korean-beauty,south-korea,drforhair-unove-deep,,SKIP,LOW,,L4:skincare-fallback
63283,Numbuzin No.2 Deep Clean Fresh Cream Cleanser 120ml,korean-beauty,south-korea,numbuzin,,SKIP,LOW,,L4:skincare-fallback
63319,Numbuzin No.1 Easy Peasy Cleansing Oil 200ml,"makeup-cosmetics,korean-beauty,makeup-remover",south-korea,numbuzin,,SKIP,LOW,,L4:skincare-fallback
63333,Numbuzin No.3 Velvet Beauty Cream 60ml,korean-beauty,south-korea,numbuzin,,SKIP,LOW,,L4:skincare-fallback
63343,Missha Damaged Hair Therapy Shampoo 400ml,"shampoos,korean-beauty,hair-care,hair-personal-care",south-korea,missha,,SKIP,LOW,,L4:skincare-fallback
63349,Cerave Skin Renewing Eye Cream 14.2g,eye-care,usa,cerave,,SKIP,LOW,,L4:skincare-fallback
63363,Bonajour Rose Stem Cell Cream 50ml,korean-beauty,south-korea,bonajour-rose-stem,,SKIP,LOW,,L4:skincare-fallback
63369,Numbuzin No.1 Glossy Essence Serum 50ml,"korean-beauty,serums-ampoules-essences",south-korea,numbuzin,,SKIP,LOW,,L4:skincare-fallback
63383,Banila co clean it zero 7ml,korean-beauty,south-korea,banila-co,,SKIP,LOW,,L4:skincare-fallback
63385,Heimish Dalism Liquid Lip Gloss 4g &#8211; #03 Nudie Rose,"makeup-cosmetics,korean-beauty,lips,lipstick-tint",south-korea,heimish-dalism-liquid,,SKIP,SKIP,non-skin-product,
63389,Heimish Dalism Liquid Lipstick 4g &#8211; #02 Burning Rose,"makeup-cosmetics,korean-beauty,lips,lipstick-tint",south-korea,heimish-dalism-liquid,,SKIP,SKIP,non-skin-product,
63391,Heimish Dailism Smudge Stop Mascara 9g (CURLING),"makeup-cosmetics,korean-beauty,eyes,mascara-eyeliner",south-korea,heimish-dailism-smudge,,SKIP,SKIP,non-skin-product,
63393,Heimish Dailism Eye Palette Nudie Coral 14g,"makeup-cosmetics,korean-beauty,eyes,face-makeup,hair-personal-care,personal-hygiene",south-korea,heimish-dailism,,SKIP,LOW,,L4:skincare-fallback
63403,Numbuzin No.3 Porcelain Base-Skip Tone Up Beige 50ml,korean-beauty,south-korea,numbuzin,,SKIP,LOW,,L4:skincare-fallback
63407,Numbuzin No.6 Deep Sleep Mask Serum 50ml,"face-masks,korean-beauty,serums-ampoules-essences",south-korea,numbuzin,,SKIP,LOW,,L4:skincare-fallback
63411,Cerave SA Cream for Rough & Bumpy Skin &#8211; 340g,,usa,cerave,,SKIP,LOW,,L4:skincare-fallback
63429,CeraVe Foaming Cleanser Bar – 128gm,,usa,cerave,,SKIP,LOW,,L4:skincare-fallback
63441,RYO Hair Loss Expert Care Shampoo 180ml,"shampoos,korean-beauty,hair-care,hair-personal-care",south-korea,ryo,,SKIP,LOW,,L4:skincare-fallback
63449,CeraVe SA Smoothing Cleanser 236ml,,usa,cerave,,SKIP,LOW,,L4:skincare-fallback
63455,Heimish Valentine Special Gift Set,"skincare-kit-set,korean-beauty,emart-combos",south-korea,heimish-valentine-special,,SKIP,LOW,,L4:skincare-fallback
63457,CeraVe Renewing SA Cleanser For Normal Skin 473ml,,usa,cerave,,SKIP,LOW,,L4:skincare-fallback
63467,Heimish All Clean balm Mandarin 50ml,korean-beauty,south-korea,heimish,,SKIP,LOW,,L4:skincare-fallback
63469,Tocobo Coconut Clay Cleansing Foam 150ml,"korean-beauty,face-cleansers",south-korea,tocobo-coconut,,SKIP,LOW,,L4:skincare-fallback
63471,Ryo Hair Loss Expert Care Shampoo (For dry Scalp) – 400ml,"shampoos,korean-beauty,hair-care,hair-personal-care",south-korea,ryo,,SKIP,LOW,,L4:skincare-fallback
63485,Isntree Yam Root Vegan Milk Toner 200ml,"korean-beauty,toners-mists",south-korea,isntree,,SKIP,LOW,,L4:skincare-fallback
63487,Isntree Yam Root Vegan Milk Cream 80ml,korean-beauty,south-korea,isntree,,SKIP,LOW,,L4:skincare-fallback
63489,Isntree Chestnut LHA Jelly Cleansing Oil 150ml,"makeup-cosmetics,korean-beauty,makeup-remover",south-korea,isntree,,SKIP,LOW,,L4:skincare-fallback
63491,CeraVe Healing Ointment 54g,,usa,cerave,,SKIP,LOW,,L4:skincare-fallback
63493,CeraVe Healing Ointment 144g,,usa,cerave,,SKIP,LOW,,L4:skincare-fallback
63495,[HEIMISH] Moringa Creamide BB Cream 30g &#8211; #23C NUDE,"makeup-cosmetics,korean-beauty,foundation",south-korea,heimish-moringa-creamide,,SKIP,LOW,,L4:skincare-fallback
63497,[HEIMISH] Moringa Creamide BB Cream 30g &#8211; #27N LIGHT TAN,"makeup-cosmetics,korean-beauty,foundation",south-korea,heimish-moringa-creamide,,SKIP,LOW,,L4:skincare-fallback
63499,[HEIMISH] Moringa Creamide BB Cream 30g &#8211; #25N MEDIUM,"makeup-cosmetics,korean-beauty,foundation",south-korea,heimish-moringa-creamide,,SKIP,LOW,,L4:skincare-fallback
63501,[HEIMISH] Moringa Creamide BB Cream 30g &#8211; #23N LIGHT MEDIUM,"makeup-cosmetics,korean-beauty,foundation",south-korea,heimish-moringa-creamide,,SKIP,LOW,,L4:skincare-fallback
63503,HEIMISH Moringa Creamide BB Cream 30g &#8211; #21C LIGHT NUDE,"makeup-cosmetics,korean-beauty,foundation",south-korea,heimish-moringa-creamide,,SKIP,LOW,,L4:skincare-fallback
63511,Heimish Matcha Mini Kit,"korean-beauty,emart-combos",south-korea,heimish-matcha-mini,,SKIP,LOW,,L4:skincare-fallback
63517,Beauty of Joseon Relief Sun : Rice + Probiotics &#8211; Mini (10ml),"korean-beauty,health-wellbeing,beauty-supplements",south-korea,beauty-of-joseon,,SKIP,LOW,,L4:skincare-fallback
63525,Laneige Lip Sleeping Mask Apple Lime 20g,"makeup-cosmetics,face-masks,korean-beauty,lips,lip-balm-care",south-korea,laneige,,SKIP,LOW,,L4:skincare-fallback
63527,LANEIGE Lip Sleeping Mask Grapefruit 20g,"makeup-cosmetics,face-masks,korean-beauty,lips,lip-balm-care",south-korea,laneige,,SKIP,LOW,,L4:skincare-fallback
63529,P.CALM Light Active Toner 200ml,"korean-beauty,toners-mists",south-korea,pcalm-light-active,,SKIP,LOW,,L4:skincare-fallback
63537,Tocobo Powder Cream Lip Balm 033 Carrot Cake 3.5g,"makeup-cosmetics,lips,lip-balm-care",south-korea,tocobo,,SKIP,LOW,,L4:skincare-fallback
63539,Tocobo Powder Cream Lip Balm 032 Rose Petal 3.5g,"makeup-cosmetics,lips,lip-balm-care",south-korea,tocobo,,SKIP,LOW,,L4:skincare-fallback
63543,Tocobo Glow Ritual Lip Balm 001 Coral Water 3.5g,"makeup-cosmetics,hair-personal-care,personal-hygiene,lips,lip-balm-care",south-korea,tocobo,,brightening,MED,,"L3:""glow""→brightening"
63545,Tocobo Glass Tlnted Lip Balm 013 Tangerine Red 3.5g,"makeup-cosmetics,lips,lip-balm-care",south-korea,tocobo-glass-tlnted,,SKIP,LOW,,L4:skincare-fallback
63547,Tocobo Glass Tinted Lip Balm 012 Better Pink 3.5g,"makeup-cosmetics,lips,lip-balm-care",south-korea,tocobo-glass-tinted,,SKIP,LOW,,L4:skincare-fallback
63563,Heimish All Clean Mandarin Balm 5ml,korean-beauty,south-korea,heimish-all-clean,,SKIP,LOW,,L4:skincare-fallback
63569,Innisfree Black Tea Youth Enhancing Skin 150ml,korean-beauty,south-korea,innisfree,,SKIP,LOW,,L4:skincare-fallback
63573,Bonajour AC Control Green Tea Lotion 150ml,korean-beauty,south-korea,bonajour-ac-control,tea-tree,acne-blemish,MED,,L2:tea-tree→acne-blemish
63575,Bonajour Bio Active Resurrection Plant Essence 50ml,"korean-beauty,serums-ampoules-essences",south-korea,bonajour-bio-active,,SKIP,LOW,,L4:skincare-fallback
63599,Jamaican Black Castor Oil (Coconut) 118ml,,usa,jamaican,,SKIP,SKIP,no-signal,
63609,Some By Mi Miracle Hair &#038; Body Starter Kit,"skincare-kit-set,korean-beauty,emart-combos",south-korea,some-by-mi,,SKIP,LOW,,L4:skincare-fallback
63613,Tiam Vita Refre C Toner 100ml,"korean-beauty,toners-mists",south-korea,tiam,,SKIP,LOW,,L4:skincare-fallback
63617,Tiam Daily Sun Care Cream 50ml,korean-beauty,south-korea,be-the-skin,,SKIP,LOW,,L4:skincare-fallback
63621,Heimish All Clean Balm Mandarin 120ml,korean-beauty,south-korea,heimish,,SKIP,LOW,,L4:skincare-fallback
63673,Isntree Green Tea Fresh Emulsion 120ml,korean-beauty,south-korea,isntree,tea-tree,acne-blemish,MED,,L2:tea-tree→acne-blemish
63687,Neutrogena T/Sal Therapeutic Shampoo Scalp Build-Up Control 133ml,"shampoos,korean-beauty,hair-care,hair-personal-care",usa,neutrogena,,SKIP,LOW,,L4:skincare-fallback
63691,Neutrogena T/Gel Extra Strength Therapeutic Shampoo 177ml,"shampoos,korean-beauty,hair-care,hair-personal-care",usa,neutrogena,,SKIP,LOW,,L4:skincare-fallback
63701,Neutrogena Deep Clean Gentle Daily Facial Scrub 124ml,,usa,neutrogena,,SKIP,LOW,,L4:skincare-fallback
63703,Neutrogena Liquid Fragrance-Free Gentle Facial Cleanser 236ml,,usa,neutrogena,,SKIP,LOW,,L4:skincare-fallback
63709,Neutrogena T/Gel Therapeutic Shampoo Original Formula 130ml,"shampoos,korean-beauty,hair-care,hair-personal-care",usa,neutrogena,,SKIP,LOW,,L4:skincare-fallback
63711,Neutrogena Body Clear Body Wash 250ml,"body-wash,hair-personal-care,bath-body",usa,neutrogena,,SKIP,LOW,,L4:skincare-fallback
63713,The Ordinary B Oil 30ml,,canada,the-ordinary,,SKIP,SKIP,no-signal,
63719,The Ordinary Ascorbyl Tetraisopalmitate Solution 20% in Vitamin F 30ml,,canada,the-ordinary,vitamin-c,brightening|hyperpigmentation,MED,,"L2:vitamin-c→brightening,hyperpigmentation"
63729,The Ordinary High Adherence Silicone Primer 30ml,,canada,the-ordinary,,SKIP,SKIP,no-signal,
63733,The Ordinary Lactic Acid 10% + HA 30ml,,canada,the-ordinary,"hyaluronic-acid,aha",acne-blemish|brightening|dryness-hydration,MED,,"L2:aha→brightening,acne-blemish|hyaluronic-acid→dryness-hydration"
63737,The Ordinary 100% Organic Cold-Pressed Moroccan Argan Oil 30ml,,canada,the-ordinary,,SKIP,SKIP,no-signal,
63739,The Ordinary 100% Plant-Derived Squalane 30ml,,canada,the-ordinary,,SKIP,SKIP,no-signal,
63741,The Ordinary Resveratrol 3% + Ferulic Acid 3% 30ml,,canada,the-ordinary,,SKIP,SKIP,no-signal,
63743,The Ordinary Pycnogenol 5% 15ml,,canada,the-ordinary,,SKIP,SKIP,no-signal,
63749,Isntree TW-Real Bifida Ampoule 50ml,"korean-beauty,serums-ampoules-essences",south-korea,isntree,bifida,anti-aging-repair|sensitivity,MED,,"L2:bifida→anti-aging-repair,sensitivity"
63751,The Ordinary Amino Acid + B5 30ml,,canada,the-ordinary,,SKIP,SKIP,no-signal,
63767,Isntree Onion Newpair Essence Toner 200ml,"korean-beauty,toners-mists,serums-ampoules-essences",south-korea,isntree,,SKIP,LOW,,L4:skincare-fallback
63769,Isntree Onion Newpair Cleansing Foam 150ml,"korean-beauty,face-cleansers",south-korea,isntree,,SKIP,LOW,,L4:skincare-fallback
63771,Innisfree Bija Trouble Skin Care Set,"skincare-kit-set,korean-beauty,emart-combos",south-korea,innisfree,,SKIP,LOW,,L4:skincare-fallback
63783,I&#8217;m from Fig Scrub Mask 31ml (mini),korean-beauty,south-korea,im-from,,SKIP,LOW,,L4:skincare-fallback
63799,Rated Green Cold Brew Rosemary Balancing Scalp Pack 200ml,korean-beauty,south-korea,rated-green,rosemary,anti-aging-repair,MED,,L2:rosemary→anti-aging-repair
