brand,product_id,product_title,current_pa_origin,proposed_pa_origin,current_custom_origin,proposed_custom_origin,actions,reasons,has_structured_description,structured_description_would_change,faq_would_change
Maybelline,31950,"Maybelline Fit Me Matte Liquid Foundation SPF22 &#8211; Natural Beige 220 &#8211; 30ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,31953,"Maybelline Fit Me Matte Liquid Foundation SPF22 &#8211; Ivory 115 &#8211; 30ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,36149,"Maybelline New York Dream Brightening Creamy Concealer Light 20 (3gm)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,36150,"Maybelline Fit Me Dewy+Smooth Foundation- Nude Beige 125 (30ml)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,36151,"Maybelline Fit Me Set+Smooth Pressed Powder (8.5gm)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,36171,"Maybelline Master Smoky Scorching- Brown (0.5gm)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37068,"Maybelline Baby Skin Instant Pore Eraser (UK)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37147,"Maybelline Fit Me Concealer 10 Fair",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37161,"Maybelline Age Rewind Concealer 110 Fair",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37166,"Maybelline Fit Me Dewy+Smooth Foundation – 230 Natural Buff",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37175,"Maybelline Instant Age Rewind Eraser Dark Circles Treatment Concealer 110 Fair",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37181,"Maybelline Fit Me Dewy+Smooth Foundation- Porcelain 110",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37190,"Maybelline Fit Me Matte + Poreless Foundation- Tofee 330",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37197,"Maybelline Fit Me Matte+Poreless Pressed Powder – Sun Beige 310",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_usa,yes,yes,no
Maybelline,37205,"Maybelline Fit Me Matte+Poreless Pressed Powder – Natural Buff 230",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_usa,yes,yes,no
Maybelline,37217,"Maybelline Instant Age Rewind Eraser Dark Circles Treatment Concealer 100 Ivory",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37229,"Maybelline Fit Me Set+Smooth Pressed Powder – Golden Beige 240",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37235,"Maybelline Dream Liquid Mousse Foundation- Pure Beige 70",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37241,"Maybelline Master Fix By Face Studio",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37246,"Maybelline Fit Me Matte+Poreless Pressed Powder",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37253,"Maybelline Fit Me Dewy+Smooth Foundation- Ivory 115",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37264,"Maybelline Dream Liquid Mousse Foundation- Porecelain Ivory 10 (Light 1)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37277,"Maybelline Expert Wear Eyeshadow Quads 07Q Luminous Lilacs",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37284,"Maybelline Fit Me 104 Light Pink",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37289,"Maybelline Fit Me Set+Smooth Pressed Powder",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37292,"Maybelline Color Elixir Lip Gloss-Radiant Ruby",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37295,"Maybelline Color Elixir Lip Gloss-Opalescent Orchid",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37298,"Maybelline Fit Me Dewy+Smooth Foundation- Golden Beige 240",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37301,"Maybelline Fit Me Dewy+Smooth Foundation- Nude Beige 125",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37307,"Maybelline Fit Me Matte + Poreless Foundation- True Beige 222",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37310,"Maybelline Fit Me Set+Smooth Pressed Powder – Medium Buff 225",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,37319,"Maybelline Master Smoky Scorching- Brown",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,74830,"Maybelline Super Stay Matte Ink Liquid Lipstick( 335 Hustler)-5ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,74832,"Maybelline Super Stay Matte Ink Liquid Lipstick (117 Ground Breaker) 5ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,74835,"Maybelline Super Stay Matte Ink Liquid Lipstick( 340 exhilarator)-5ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,74837,"Maybelline Super Stay Matte Ink Liquid Lipstick(15 Lover)-5ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,74839,"Maybelline Super Stay Vinyl Ink Long-Wear Liquid Lipstick (80 ECCENTRIC) 4.2ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,74841,"Maybelline Super Stay Vinyl Ink Long-Wear Liquid Lipstick (160- SULTRY) 4.2ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,74843,"Maybelline Super Stay Vinyl Ink Long-Wear Liquid Lipstick (68-HYPNOTIC) 4.2 ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,74845,"Maybelline Super Stay Vinyl Ink Long-Wear Liquid Lipstick (15-PEACHY)  4.2 ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,74847,"Maybelline Super Stay Vinyl Ink Long-Wear Liquid Lipstick (115-Peppy)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,74849,"Maybelline Baby Lips Color Lip Balm Berry Crush SPF20",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,74851,"Maybelline Baby Lips Color Lip Balm Pink Lolita SPF20",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Maybelline,74853,"Maybelline Baby Lips Color Lip Balm Cherry Kiss SPF20",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Mefy,74772,"MAGEFY 7 Pairs False Eyelashes",turkey,turkey,Korea,Turkey,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_turkey,yes,yes,yes
Mielle,56187,"Mielle Rosemary Mint Scalp &#038; Hair Strengthening Oil 59ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_usa,yes,yes,no
Mielle,62642,"Mielle Organics Rosemary Mint Light Scalp &#038; Hair Strengthening Oil 59ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Mielle,63021,"Mielle Rosemary Mint Strengthening Hair Masque 340g",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Mielle,63041,"Mielle Rosemary Mint Strengthening Shampoo 355ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Mielle,63043,"Mielle Rosemary Mint Strengthening Leave-In Conditioner 355ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Minimalist,75165,"Minimalist Salicylic Acid + LHA 02% Face Cleanser- 100ml",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Miss Mrs",74889,"Miss &#038; Mrs Ultra Fine Waterproof Blue Dipliner Eye Liner 4.5ml",germany,germany,Korea,Germany,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_germany,yes,yes,yes
Mistine,74891,"Mistine Goat Milk Facial Foam 85g",thailand,thailand,Korea,Thailand,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_thailand,yes,no,yes
Miyako,74893,"Miyako Hair Straightener HS-916",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
"Moist Diane",74376,"Moist Diane Extra Damage Repair Shampoo 450ml",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
Muji,74895,"MUJI Sensitive Skin Moisturising Cream 50g",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
Muuchstac,74897,"Muuchstac Ocean Facewash For Man 100ml",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
Nair,37122,"Nair Rose Hair Removal Spray, 200ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Nair,37418,"Nair Moisturising Hair Removal Cream 80ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
"Nature Beauty",74899,"Nature Beauty Neem Face wash 100ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"Nature Beauty",74901,"Nature Beauty Healthy Glowing Moisturizing Body Lotion 370ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"Nature Beauty",74903,"Nature Beauty Milk Soothing Gel 130ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"Nature Beauty",74905,"Nature Beauty Milk Face wash 100ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"Nature Beauty",74907,"Nature Beauty Salicylic Acid 2% Face Serum 30ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"Nature Beauty",74909,"Nature Beauty Saffron Soothing Gel 130ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"Nature Beauty",74911,"Nature Beauty Sunscreen Gentle Cream SPF50 PA+++ 50ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"Nature Beauty",74913,"Nature Beauty Tea Tree Face wash 100ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"Nature Beauty",74915,"Nature Beauty Fruity Shower Gel 500ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"Naturie Hatomagi",62070,"Naturie Hatomugi Skin Conditioning Gel 180g",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
Nirvana,74925,"Nirvana Color Face Perfect Liquid Foundation &#8211; Light Golden F03",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Nirvana,74927,"Nirvana Color Face Perfect (Matte &#038; Por) Liquid Foundation-Light Beige 30ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Nivea,37519,"Nivea Men Fresh Face, Body Hand Gel 75ml",germany,germany,Korea,Germany,sync_custom_origin,custom_origin_south-korea_vs_germany,yes,no,no
Nivea,37572,"Nivea Pure &#038; Natural Soothing Day Cream 50ml",germany,germany,Korea,Germany,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_germany,yes,no,yes
Nivea,37582,"Nivea For Men Creme Intensieve 50ml",germany,germany,Korea,Germany,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_germany,yes,no,yes
Nivea,37597,"Nivea Soft Moisturizing Cream 300ml",germany,germany,Korea,Germany,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_germany,yes,no,yes
Nivea,56144,"Nivea UV Super Water Gel Sunscreen SPF50 PA+++ 140gm",germany,germany,Korea,Germany,sync_custom_origin,custom_origin_south-korea_vs_germany,yes,no,no
Nivea,60418,"Nivea Derma SOS Care Body Lotion 400 ml",germany,germany,Korea,Germany,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_germany,yes,no,yes
Nivea,60420,"Nivea Intensive Care Body Lotion 400 ml",germany,germany,Korea,Germany,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_germany,yes,no,yes
Nivea,61763,"Nivea Dry Comfort Roll On (Deodorants) 25 ml",germany,germany,Korea,Germany,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_germany,yes,no,yes
Nivea,62807,"Nivea Sun Protect Super Water Gel 140g",germany,germany,Korea,Germany,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_germany,yes,no,yes
Nivea,74929,"Nivea Cocoa Butter Body Lotion Vitamin E For Dry Skin 625ml",germany,germany,Korea,Germany,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_germany,yes,no,yes
Nivea,74931,"Nivea Body Lotion Sensual Musk 400ml",germany,germany,Korea,Germany,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_germany,yes,yes,yes
Nivea,74933,"Nivea UV Deep Protect &#038; Care Gel Sunscreen SPF50+ PA++++ 80g",germany,germany,Korea,Germany,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_germany,yes,yes,yes
Nizoral,62240,"Nizoral Ketoconazole 1% Anti-Dandruff Shampoo 125ml",thailand,thailand,Korea,Thailand,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_thailand,yes,yes,yes
Noval,74237,"Novale Anti Hair Fall Shampoo 200ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
OgX,74947,"OGX Hydrate+Defrizz Kukui Oil Conditioner 385ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
OgX,74949,"OGX Hydrate+Defrizz Kukui Oil Shampoo 385ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
OgX,74951,"OGX Nourishing Plus Coconut Milk Shampoo 385ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
OgX,74953,"OGX Brazilian Keratin Smooth Shampoo 385ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
OgX,74955,"OGX Nourishing Plus Coconut Milk Conditioner 385ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Ombre,74957,"Ombre Eau De Parfum Golden Hour 9ml",poland,poland,Korea,Poland,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_poland,yes,yes,yes
Ombre,74959,"Ombre Eau De Parfum Blue Pearl 9ml",poland,poland,Korea,Poland,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_poland,yes,yes,yes
Ombre,74961,"Ombre Eau De Parfum Bali Trip 9ml",poland,poland,Korea,Poland,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_poland,yes,yes,yes
Ombre,74963,"Ombre Perfumed Body Mist Holiday Bliss 120ml",poland,poland,Korea,Poland,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_poland,yes,yes,yes
Ombre,74965,"Ombre Perfumed Body Mist Golden Hour 120ml",poland,poland,Korea,Poland,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_poland,yes,yes,yes
Ombre,74967,"Ombre Perfumed Body Mist Blue Pearl 120ml",poland,poland,Korea,Poland,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_poland,yes,yes,yes
Ombre,74969,"Ombre Perfumed Body Mist I Found You 120ml",poland,poland,Korea,Poland,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_poland,yes,yes,yes
Ombre,74971,"Ombre Perfumed Body Mist Bali Trip 120ml",poland,poland,Korea,Poland,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_poland,yes,yes,yes
Ombre,74973,"Ombre Perfumed Body Mist Munsell Dream 120ml",poland,poland,Korea,Poland,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_poland,yes,yes,yes
"Omi Brotherhood",61930,"OMI Brotherhood Sun Bears Active Protect Milk Sunscreen SPF 50+ PA++++ 30g",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_japan,yes,yes,no
Oporajita,74975,"Oporajita Melasma Care Glow Cream 50ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Oporajita,74977,"Oporajita Hair Loss Revive Tonic 100ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Oporajita,74979,"Oporajita All Balancing B3 Toner 100ml ( expire 2026/5 )",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Oporajita,74981,"Oporajita Hair Booster Oil 200ml (exp;11-01-2026)",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Oral-B,36075,"Oral B 1-2-3 Salt Power White Toothpaste 100ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Orion,61270,"Orion Hot Break Original 455 g / 34 pieces",sri-lanka,sri-lanka,Korea,"Sri Lanka",sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_sri-lanka,yes,yes,yes
Orion,61272,"Orion Hot Break Peanut Caramel 455 g / 34 pieces",sri-lanka,sri-lanka,Korea,"Sri Lanka",sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_sri-lanka,yes,yes,yes
"Out of Beauty",74983,"Out of Beauty AH Serum 30ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Palmers,37718,"Palmers Cocoa Butter With Vitamin E Moisturizer 200ge",usa,usa,Korea,USA,sync_custom_origin,custom_origin_south-korea_vs_usa,yes,no,no
Palmers,37725,"Palmers Skin Success Anti-Dark Spot Fade Cream 75ml",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
Palmers,37728,"Palmers Skin Success Anti-Dark Spot Night Time Fade Cream 75ml",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
Palmers,37735,"Palmers Cocoa &#038; Butter Formula Scar Serum 30ml",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
Palmers,38062,"Palmers Cocoa Butter Formula Massage Cream 125ge",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
Palmers,38065,"Palmers Cocoa Butter Formula With Vitamin E Bust Cream 125ml",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
Palmers,38068,"Palmers Skin Success Medicated Complexion Bar 100ge",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
Palmers,38284,"Palmer’s Anti-Dark Spot Fade Cream Night 75gm",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
Palmers,38292,"Palmers Skin Success Anti-Dark Spot Complexion Soap Bar 100ml",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
Palmers,38307,"Palmers Skin Success Anti-Dark Spot Fade Milk Body Lotion 250ml",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
Palmers,38313,"Palmers Coconut Oil Formula Coconut Oil Body Oil 150ml",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
Palmers,38325,"Palmers Coconut Oil Foot Oil 100ml",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
Palmers,38330,"Palmers Cocoa Butter Stretch Marks Massage Lotion 250ml",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,no,no,yes
Palmers,38333,"Palmers Cocoa Butter Formula Firming Butter Plus Q10 Body Lotion 315ml",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
PanOxyl,51286,"PanOxyl Acne Creamy Wash Benzoyl Peroxide 4% Daily Control 170g",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_usa,yes,yes,no
PanOxyl,51290,"PanOxyl Acne Foaming Wash Benzoyl Peroxide 10% Maximum Strength 156g",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
PanOxyl,62755,"Panoxyl Acne Foaming Wash 28g",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
PanOxyl,63855,"Panoxyl Acne Foaming Wash Benzoyl Peroxide 10% -156 g",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Panam,74989,"Panam Pulp Rain Shower Gel 250ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"Party Queen",74991,"Party Queen Conceal and Perfect 2-in-1 Liquid full Coverage Foundation (Honey beige)- 04",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
"Party Queen",74993,"Party Queen Conceal and Perfect 2-in-1 Liquid full Coverage Foundation (Blushing beige)-05",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
"Pastel Beauty",74995,"PASTEL BEAUTY Gold Shimmery Shield Setting Spray Sunrise (PB-MF27) 80ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"Pastel Beauty",74997,"PASTEL BEAUTY Rose Gold Shimmery Shield Setting Spray Sunset (PB-MF28) 80ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"Pastel Beauty",75001,"PASTEL BEAUTY OH SO Water Proof Mascara (P009) 6.5ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"Paula's Choice",62632,"Paula’s Choice Pro-Collagen Multi-Peptide Booster 20ml",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
"Paula's Choice",62634,"Paula&#8217;s Choice Clinical Niacinamide 20% Treatment 20ml",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
"Paula's Choice",62636,"Paula&#8217;s Choice 6% Mandelic Acid + 2% Lactic Acid Liquid Exfoliant 30ml",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
